Player HP,enemyCount,closestWallDistanceAvg,closestEnemyDistanceAvg,hitRate,hitRange,oneKillPerShot,moveShotRate,currentStage,WeaponType,StageTime,CommonEnemy0.8,CommonEnemy0.5,CommonEnemy0.2,Center Field0.8,Center Field0.5,Center Fieldt0.2,output(difficulty),10
71.5,28,14.86135,3.591857,52.00554,7.431775,4.624733,97.32596,6,1, ,1,0,0,0,1,0,9,362.7806
71.5,27,14.91025,3.530015,52.04974,7.423266,4.532359,97.32841,6,1, ,1,0,0,0,1,0,9,362.7806
71.5,30,14.62081,3.508231,52.06992,7.416293,4.480412,97.33211,6,1, ,1,0,0,0,1,0,9,362.7806
71.5,30,14.596,3.519912,52.15993,7.403426,4.404858,97.33456,6,1, ,1,0,0,0,1,0,9,362.7806
71.5,30,12.42334,2.914109,52.1799,7.395722,4.347305,97.33823,7,1, ,1,0,0,0,1,0,9,362.7806
71.5,28,11.79348,1.389633,52.2696,7.382614,4.259766,97.34067,7,1, ,1,0,0,0,1,0,9,362.7806
71.5,26,13.00372,0.9122649,52.28938,7.374733,4.173996,97.34432,7,1, ,1,0,0,0,1,0,9,362.7806
71.5,26,14.79114,0.6790566,52.37877,7.36155,4.101313,97.34676,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,32,14.52028,0.7494586,52.411,7.313337,4.134328,97.38621,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,36,13.41437,1.693653,52.45684,7.285012,4.168207,97.4325,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,34,13.05574,2.349161,53.50152,7.19849,4.153707,97.47717,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,34,13.45689,2.690233,54.25395,7.102677,4.160142,97.52031,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,34,14.12429,3.031563,54.81294,7.069016,4.162872,97.51997,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,38,13.9028,3.095674,55.51881,6.982172,4.190641,97.56097,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,38,13.62196,3.122653,56.17886,6.908126,4.187713,97.60163,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,38,14.02879,3.339292,56.72,6.844443,4.194958,97.64,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,44,14.11747,3.558408,57.20472,6.779876,4.235786,97.67716,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,42,14.48341,3.707958,57.88454,6.724889,4.229508,97.71407,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,48,14.26961,3.678173,58.1839,6.702408,4.274062,97.74895,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,50,14.3258,3.923362,58.81248,6.631778,4.287097,97.78279,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,56,14.24773,4.21188,59.49648,6.648206,4.31891,97.81562,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,57,14.0337,4.55594,60.12404,6.707251,4.330696,97.8475,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,60,13.51712,4.790633,60.80547,6.796677,4.341693,97.87846,7,0, ,1,0,0,0,1,0,9,362.7806
71.5,52,6.010461,0,61.19616,6.787344,4.301684,97.89961,8,1, ,1,0,0,0,1,0,9,362.7806
71.5,55,9.956955,0,61.23756,6.779768,4.260606,97.90185,8,1, ,1,0,0,0,1,0,9,362.7806
71.5,58,12.78489,0,61.26511,6.775841,4.218891,97.90334,8,1, ,1,0,0,0,1,0,9,362.7806
44.5,57,13.83415,0,61.30635,6.76825,4.161005,97.90558,8,1, ,1,0,0,0,1,0,9,362.7806
17.5,57,15.83069,0,61.68717,6.704808,4.138282,97.92619,8,0, ,1,0,0,0,1,0,9,362.7806
17.5,55,17.25471,0,62.04506,6.663687,4.133238,97.95494,8,0, ,1,0,0,0,1,0,9,362.7806
17.5,56,17.23708,0,62.42735,6.666296,4.134371,97.94872,8,0, ,1,0,0,0,1,0,9,362.7806
17.5,59,16.36763,0,62.66442,6.68643,4.154278,97.97639,8,0, ,1,0,0,0,1,0,9,362.7806
17.5,63,16.63501,0.261326,62.8619,6.712918,4.175243,98.00333,8,0, ,1,0,0,0,1,0,9,362.7806
17.5,62,15.93416,1.373575,63.31691,6.718147,4.17284,98.02956,8,0, ,1,0,0,0,1,0,9,362.7806
17.5,65,15.51854,2.61406,63.79255,6.750704,4.188859,98.05511,8,0, ,1,0,0,0,1,0,9,362.7806
17.5,70,14.9524,3.465065,64.096,6.779022,4.205128,98.07999,8,0, ,1,0,0,0,1,0,9,362.7806
17.5,71,15.19736,3.966929,64.51817,6.832707,4.210948,98.10427,8,0, ,1,0,0,0,1,0,9,362.7806
17.5,77,15.17956,4.185196,64.92979,6.824282,4.244356,98.12792,8,0, ,1,0,0,0,1,0,9,362.7806
17.5,74,14.99507,4.351872,64.95037,6.806256,4.214379,98.13896,8,1, ,1,0,0,0,1,0,9,362.7806
17.5,67,15.10681,4.482787,64.9721,6.802398,4.125319,98.14011,8,1, ,1,0,0,0,1,0,9,362.7806
17.5,59,15.23543,4.444296,65.00465,6.796675,4.041302,98.14184,8,1, ,1,0,0,0,1,0,9,362.7806
17.5,61,14.97054,4.195242,65.02631,6.792681,4.003717,98.14299,8,1, ,1,0,0,0,1,0,9,362.7806
17.5,56,14.99132,3.972696,65.05875,6.78665,3.939099,98.11379,8,1, ,1,0,0,0,1,0,9,362.7806
17.5,59,15.0367,3.772645,65.08035,6.782556,3.908213,98.11495,8,1, ,1,0,0,0,1,0,9,362.7806
17.5,58,14.98127,3.591689,65.11269,6.777357,3.860548,98.1167,8,1, ,1,0,0,0,1,0,9,362.7806
17.5,45,8.28999,0,65.13422,6.773226,3.772992,98.11787,9,1, ,1,0,0,0,1,0,9,362.7806
17.5,43,14.17352,0,65.16646,6.768629,3.724455,98.11961,9,1, ,1,0,0,0,1,0,9,362.7806
17.5,51,14.85726,0,65.11912,6.79345,3.742268,98.13683,9,0, ,1,0,0,0,1,0,9,362.7806
17.5,57,13.6782,1.04717,65.23838,6.757939,3.769406,98.15932,9,0, ,1,0,0,0,1,0,9,362.7806
17.5,63,14.69916,1.599645,65.15649,6.743235,3.807955,98.18182,9,0, ,1,0,0,0,1,0,9,362.7806
17.5,69,14.98602,1.820505,65.39027,6.707943,3.823529,98.14433,9,0, ,1,0,0,0,1,0,9,362.7806
17.5,77,14.97968,2.262254,65.50218,6.728816,3.865689,98.16594,9,0, ,1,0,0,0,1,0,9,362.7806
17.5,80,14.58514,2.743982,65.72662,6.71756,3.893498,98.18705,9,0, ,1,0,0,0,1,0,9,362.7806
17.5,87,14.8888,3.016175,65.85088,6.697258,3.918436,98.20717,9,0, ,1,0,0,0,1,0,9,362.7806
17.5,89,15.3477,2.918285,66.01013,6.687429,3.929125,98.22735,9,0, ,1,0,0,0,1,0,9,362.7806
100,2,25.87383,5.880824,22.22222,5.385561,4,77.77778,1,0, ,1,0,0,0,0,1,10,404.9412
100,4,25.3926,7.709921,17.14286,5.621984,11.33333,88.57143,1,0, ,1,0,0,0,0,1,10,404.9412
100,3,24.64713,7.020463,21.05263,4.982568,9,78.94737,1,0, ,1,0,0,0,0,1,10,404.9412
100,3,23.48,6.905231,20.51282,5.039776,8.916667,86.32478,1,0, ,1,0,0,0,0,1,10,404.9412
100,5,22.32694,7.550995,18.35443,5.634595,9.857142,86.70886,1,0, ,1,0,0,0,0,1,10,404.9412
100,7,21.63074,7.551467,18.71345,5.74967,10.6875,87.13451,1,1, ,1,0,0,0,0,1,10,404.9412
100,8,18.46416,7.810266,19.65318,5.579151,9.105263,87.28323,2,1, ,1,0,0,0,0,1,10,404.9412
100,7,19.43105,7.360073,20.57143,5.359906,6.730769,87.42857,2,1, ,1,0,0,0,0,1,10,404.9412
100,10,18.05791,8.078163,21.46893,5.266798,6.103448,87.00565,2,1, ,1,0,0,0,0,1,10,404.9412
100,13,16.71644,7.786962,22.34637,5.13,5.59375,87.15083,2,1, ,1,0,0,0,0,1,10,404.9412
100,12,17.20913,6.950716,23.62637,5.012314,4.666667,87.36263,2,1, ,1,0,0,0,0,1,10,404.9412
100,15,16.00356,6.59061,23.91304,4.95527,4.357143,87.5,2,1, ,1,0,0,0,0,1,10,404.9412
100,17,15.27727,6.017666,24.73118,4.893855,4.043478,87.63441,2,1, ,1,0,0,0,0,1,10,404.9412
100,13,14.85747,5.516169,25.92593,4.747367,3.375,87.83069,2,1, ,1,0,0,0,0,1,10,404.9412
100,16,23.74163,0,25.78947,4.747367,3.20339,87.89474,3,1, ,1,0,0,0,0,1,10,404.9412
100,12,20.15065,0,26.943,4.628788,2.797101,88.0829,3,1, ,1,0,0,0,0,1,10,404.9412
100,10,18.9897,0,27.69231,4.556219,2.5,88.20513,3,1, ,1,0,0,0,0,1,10,404.9412
100,11,16.60802,0,28.4264,4.499128,2.317647,88.32487,3,1, ,1,0,0,0,0,1,10,404.9412
100,14,15.63972,0,29.14573,4.470448,2.235955,88.44221,3,1, ,1,0,0,0,0,1,10,404.9412
93.5,12,14.545,0.1376002,29.85075,4.389074,2.05102,88.55721,3,1, ,1,0,0,0,0,1,10,404.9412
93.5,15,15.22211,0.1151328,30.54187,4.312175,1.990196,88.66995,3,1, ,1,0,0,0,0,1,10,404.9412
93.5,16,15.70018,0.5792904,31.21951,4.265286,1.898148,88.78049,3,1, ,1,0,0,0,0,1,10,404.9412
93.5,20,15.34081,1.243345,31.88406,4.198676,1.864865,88.88889,3,1, ,1,0,0,0,0,1,10,404.9412
93.5,19,15.855,1.593742,32.85714,4.136183,1.75,89.04762,3,1, ,1,0,0,0,0,1,10,404.9412
93.5,17,16.23209,1.648118,33.49057,4.091691,1.643411,89.15094,3,1, ,1,0,0,0,0,1,10,404.9412
93.5,16,16.38143,0,34.4186,4.035445,1.580882,89.30232,4,1, ,1,0,0,0,0,1,10,404.9412
93.5,17,18.72364,0.9657006,35.02304,3.996954,1.517483,89.40092,4,1, ,1,0,0,0,0,1,10,404.9412
93.5,20,18.4822,0.9060475,35.61644,3.971052,1.47973,89.49772,4,1, ,1,0,0,0,0,1,10,404.9412
93.5,18,18.63857,1.904469,36.48648,3.924659,1.405063,89.63964,4,1, ,1,0,0,0,0,1,10,404.9412
86.5,15,20.11759,1.479619,37.05357,3.889089,1.325444,89.73214,4,1, ,1,0,0,0,0,1,10,404.9412
86.5,16,19.60735,1.209722,37.88546,3.857753,1.289773,89.86784,4,1, ,1,0,0,0,0,1,10,404.9412
86.5,19,19.37355,1.02317,40,3.786387,1.40884,90.98039,4,0, ,1,0,0,0,0,1,10,404.9412
86.5,18,19.40134,0.9823633,43.91892,3.949277,1.550265,92.22973,4,0, ,1,0,0,0,0,1,10,404.9412
86.5,14,19.77355,0.8665524,47.61905,4.323106,1.646766,92.55952,4,0, ,1,0,0,0,0,1,10,404.9412
86.5,14,19.14,0.7751746,48.54111,4.769261,1.799043,93.36871,4,0, ,1,0,0,0,0,1,10,404.9412
86.5,17,19.13215,0.7012158,47.72182,4.693698,1.939252,94.0048,4,0, ,1,0,0,0,0,1,10,404.9412
86.5,20,19.04584,0.9622426,47.16157,4.591875,2.073059,94.54148,4,0, ,1,0,0,0,0,1,10,404.9412
86.5,22,19.49074,1.278561,48.99598,4.570321,2.208889,94.97992,4,0, ,1,0,0,0,0,1,10,404.9412
86.5,16,15.21861,0,50.7435,4.832561,2.252101,94.79554,5,0, ,1,0,0,0,0,1,10,404.9412
86.5,17,13.26863,0,51.29533,5.040447,2.318367,93.60967,5,0, ,1,0,0,0,0,1,10,404.9412
86.5,17,13.49733,0,52.74193,5.157357,2.425197,94.03226,5,0, ,1,0,0,0,0,1,10,404.9412
86.5,20,14.45276,0,52.87878,5.164369,2.530769,94.39394,5,0, ,1,0,0,0,0,1,10,404.9412
86.5,21,16.49766,0,53.76812,5.188323,2.58427,94.63768,5,0, ,1,0,0,0,0,1,10,404.9412
86.5,22,16.13724,0.6407445,54.65754,5.150018,2.643636,94.65753,5,0, ,1,0,0,0,0,1,10,404.9412
86.5,20,15.93031,0.5833931,55.84416,4.996333,2.687719,94.93507,5,0, ,1,0,0,0,0,1,10,404.9412
86.5,17,16.53318,0.5079319,56.07235,4.977819,2.606061,94.96124,5,1, ,1,0,0,0,0,1,10,404.9412
86.5,18,16.44458,0.4497479,56.12903,4.972248,2.549342,94.96774,5,1, ,1,0,0,0,0,1,10,404.9412
86.5,18,15.87594,0.4429742,56.24195,4.958829,2.482428,94.98069,5,1, ,1,0,0,0,0,1,10,404.9412
86.5,19,16.06149,0.4016671,56.3543,4.945084,2.434375,94.99358,5,1, ,1,0,0,0,0,1,10,404.9412
86.5,25,15.72913,0.5555819,56.33803,4.939467,2.414861,95.0064,5,1, ,1,0,0,0,0,1,10,404.9412
86.5,21,15.7857,0.9095822,56.5051,4.923482,2.340298,95.02551,5,1, ,1,0,0,0,0,1,10,404.9412
86.5,18,15.61425,0.9759878,56.61578,4.914766,2.26513,95.03817,5,1, ,1,0,0,0,0,1,10,404.9412
86.5,14,15.99767,0.909744,56.72589,4.90424,2.194986,95.05077,5,1, ,1,0,0,0,0,1,10,404.9412
86.5,15,21.28778,0,56.83544,4.898173,2.164384,95.06329,6,1, ,1,0,0,0,0,1,10,404.9412
86.5,19,21.48131,2.023098,57.03704,4.879242,2.189189,95.18518,6,0, ,1,0,0,0,0,1,10,404.9412
86.5,25,18.36425,2.281666,56.52174,4.96929,2.260054,95.41715,6,0, ,1,0,0,0,0,1,10,404.9412
86.5,28,16.96404,2.414564,57.23906,4.967946,2.335092,95.62289,6,0, ,1,0,0,0,0,1,10,404.9412
86.5,24,14.69118,2.731154,58.21697,4.989286,2.369898,95.81096,6,0, ,1,0,0,0,0,1,10,404.9412
86.5,26,14.41556,2.656473,59.25926,5.01545,2.433584,95.98766,6,0, ,1,0,0,0,0,1,10,404.9412
86.5,27,14.94252,2.737579,59.98024,5.111362,2.481572,96.14624,6,0, ,1,0,0,0,0,1,10,404.9412
86.5,27,15.29259,2.671,61.06363,5.070735,2.526442,96.2963,6,0, ,1,0,0,0,0,1,10,404.9412
86.5,29,16.37865,2.704675,61.75663,5.068821,2.583924,96.43184,6,0, ,1,0,0,0,0,1,10,404.9412
86.5,27,16.31179,2.757802,62.15738,5.104897,2.605991,96.55172,6,1, ,1,0,0,0,0,1,10,404.9412
86.5,23,15.86132,2.73527,62.22419,5.099598,2.534676,96.55782,6,1, ,1,0,0,0,0,1,10,404.9412
86.5,22,15.64522,2.66181,62.32394,5.087338,2.485777,96.5669,6,1, ,1,0,0,0,0,1,10,404.9412
86.5,22,15.56838,2.600398,62.39016,5.081469,2.44206,96.57294,6,1, ,1,0,0,0,0,1,10,404.9412
78.5,25,16.21638,2.595904,62.48904,5.071123,2.415254,96.58195,6,1, ,1,0,0,0,0,1,10,404.9412
78.5,20,16.6672,2.687901,62.64217,5.060061,2.351852,96.58793,6,1, ,1,0,0,0,0,1,10,404.9412
78.5,25,17.00982,2.641163,62.73996,5.050039,2.338775,96.59686,6,1, ,1,0,0,0,0,1,10,404.9412
78.5,26,17.14697,2.627889,62.80488,5.045763,2.305221,96.60278,6,1, ,1,0,0,0,0,1,10,404.9412
78.5,26,17.04542,7.703091,62.90182,5.036161,2.279208,96.61164,7,1, ,1,0,0,0,0,1,10,404.9412
78.5,30,15.58251,6.063928,62.73345,5.004488,2.301961,96.6893,7,0, ,1,0,0,0,0,1,10,404.9412
78.5,34,18.34909,4.968393,63.3826,4.943496,2.354651,96.79803,7,0, ,1,0,0,0,0,1,10,404.9412
78.5,31,18.01588,4.673734,63.83148,4.964015,2.380682,96.89984,7,0, ,1,0,0,0,0,1,10,404.9412
78.5,27,16.0614,5.009991,64.86903,5.071994,2.395564,96.99538,7,0, ,1,0,0,0,0,1,10,404.9412
78.5,28,14.8735,4.820644,65.34727,5.055789,2.433516,97.08738,7,0, ,1,0,0,0,0,1,10,404.9412
78.5,34,13.81635,4.570805,65.84482,4.99188,2.482821,97.17186,7,0, ,1,0,0,0,0,1,10,404.9412
78.5,38,14.15464,4.451367,66.3143,4.978913,2.541219,97.25159,7,0, ,1,0,0,0,0,1,10,404.9412
70,41,15.03096,4.5209,66.68951,4.925409,2.56383,97.32693,7,0, ,1,0,0,0,0,1,10,404.9412
70,37,15.42615,4.387531,67.33334,4.887886,2.589965,97.39999,7,0, ,1,0,0,0,0,1,10,404.9412
70,41,15.4042,4.472792,68.11688,4.872879,2.639794,97.46753,7,0, ,1,0,0,0,0,1,10,404.9412
70,42,14.79002,4.40691,68.79747,4.923779,2.65313,97.53165,7,0, ,1,0,0,0,0,1,10,404.9412
70,48,14.59404,4.40414,68.76543,4.920767,2.707563,97.59259,7,0, ,1,0,0,0,0,1,10,404.9412
70,37,14.41751,4.223846,69.01408,4.890803,2.655285,97.61176,7,1, ,1,0,0,0,0,1,10,404.9412
70,36,14.14108,4.164732,69.07091,4.883823,2.6176,97.61613,7,1, ,1,0,0,0,0,1,10,404.9412
70,41,14.21852,4.281044,69.10867,4.881638,2.604134,97.61904,7,1, ,1,0,0,0,0,1,10,404.9412
70,30,14.49358,4.226709,69.16514,4.876122,2.524615,97.62341,7,1, ,1,0,0,0,0,1,10,404.9412
70,37,14.66777,4.237287,69.20268,4.871005,2.519939,97.62629,7,1, ,1,0,0,0,0,1,10,404.9412
70,36,14.59057,4.217499,69.19805,4.867746,2.486405,97.63062,7,1, ,1,0,0,0,0,1,10,404.9412
70,33,14.07663,0,69.23544,4.865603,2.448737,97.63349,8,1, ,1,0,0,0,0,1,10,404.9412
70,37,16.15016,0.9957962,69.08328,4.865222,2.460177,97.66327,8,0, ,1,0,0,0,0,1,10,404.9412
70,38,15.67577,2.043435,69.51434,4.8117,2.484716,97.71796,8,0, ,1,0,0,0,0,1,10,404.9412
70,38,16.34598,2.485745,70.08009,4.82568,2.511494,97.76888,8,0, ,1,0,0,0,0,1,10,404.9412
70,42,16.31254,2.745194,70.37451,4.859783,2.541311,97.54053,8,0, ,1,0,0,0,0,1,10,404.9412
70,43,14.99537,2.701107,70.84245,4.883752,2.570423,97.37418,8,0, ,1,0,0,0,0,1,10,404.9412
61,46,14.99455,2.684886,71.14561,4.942493,2.60251,97.4304,8,0, ,1,0,0,0,0,1,10,404.9412
61,49,14.53214,2.841692,71.01677,4.98568,2.628453,97.48428,8,0, ,1,0,0,0,0,1,10,404.9412
61,50,14.27817,2.834065,71.14989,4.944392,2.651639,97.53593,8,0, ,1,0,0,0,0,1,10,404.9412
61,53,14.41469,3.016987,71.22736,4.937245,2.682003,97.58551,8,0, ,1,0,0,0,0,1,10,404.9412
61,54,14.72552,3.203735,71.84418,4.947468,2.710843,97.63313,8,0, ,1,0,0,0,0,1,10,404.9412
61,57,14.95546,3.166978,72.11445,4.9431,2.734748,97.67216,8,1, ,1,0,0,0,0,1,10,404.9412
61,57,14.98179,3.25997,72.14147,4.93929,2.705112,97.67442,8,1, ,1,0,0,0,0,1,10,404.9412
61,47,14.9569,3.304816,72.18191,4.935504,2.639847,97.67779,8,1, ,1,0,0,0,0,1,10,404.9412
61,40,14.61072,3.273359,72.2088,4.932437,2.589487,97.68004,8,1, ,1,0,0,0,0,1,10,404.9412
61,40,14.56688,3.411669,72.24904,4.927763,2.561187,97.6834,8,1, ,1,0,0,0,0,1,10,404.9412
61,36,14.24294,3.384986,72.27579,4.924426,2.520049,97.68563,8,1, ,1,0,0,0,0,1,10,404.9412
61,29,14.33686,3.257682,72.31584,4.919531,2.475566,97.68897,8,1, ,1,0,0,0,0,1,10,404.9412
61,30,14.13485,3.085008,72.34248,4.91624,2.451651,97.69119,8,1, ,1,0,0,0,0,1,10,404.9412
61,29,14.05352,2.9297,72.38232,4.911656,2.426574,97.69452,8,1, ,1,0,0,0,0,1,10,404.9412
61,34,14.25975,2.789388,72.40883,4.907447,2.414832,97.69674,8,1, ,1,0,0,0,0,1,10,404.9412
61,27,17.36112,0,72.44849,4.903484,2.378563,97.70005,9,1, ,1,0,0,0,0,1,10,404.9412
61,26,19.95349,1.19286,72.47487,4.901624,2.352478,97.70225,9,1, ,1,0,0,0,0,1,10,404.9412
61,24,18.50232,0.7527681,72.51434,4.896872,2.324445,97.70554,9,1, ,1,0,0,0,0,1,10,404.9412
61,22,18.58777,0.5498824,72.5406,4.894269,2.296053,97.70773,9,1, ,1,0,0,0,0,1,10,404.9412
61,26,18.52443,0.4331414,72.57988,4.889299,2.286805,97.71101,9,1, ,1,0,0,0,0,1,10,404.9412
23,27,16.93179,0.4341328,72.74882,4.86985,2.274298,97.72512,9,0, ,1,0,0,0,0,1,10,404.9412
13.5,30,16.22064,0.6529305,72.98931,4.863123,2.29582,97.62901,9,0, ,1,0,0,0,0,1,10,404.9412
13.5,34,15.39373,0.8067336,73.29986,4.856734,2.319489,97.67229,9,0, ,1,0,0,0,0,1,10,404.9412
13.5,38,14.69578,0.9416578,73.46481,4.893521,2.360169,97.71403,9,0, ,1,0,0,0,0,1,10,404.9412
4,44,15.06641,1.197373,73.44781,4.880026,2.385021,97.7543,9,0, ,1,0,0,0,0,1,10,404.9412
4,49,15.42936,1.568004,73.77759,4.856663,2.418678,97.79316,9,0, ,1,0,0,0,0,1,10,404.9412
4,51,16.20307,1.923954,74.30881,4.842027,2.442248,97.83071,9,0, ,1,0,0,0,0,1,10,404.9412
4,49,16.4917,2.007297,74.24115,4.828862,2.440329,97.84991,9,1, ,1,0,0,0,0,1,10,404.9412
4,45,16.61246,2.053313,74.26285,4.826301,2.407708,97.85173,9,1, ,1,0,0,0,0,1,10,404.9412
4,39,16.96377,2.225701,74.29533,4.823427,2.372256,97.85444,9,1, ,1,0,0,0,0,1,10,404.9412
4,44,17.33601,2.35342,74.31694,4.820706,2.362463,97.85624,9,1, ,1,0,0,0,0,1,10,404.9412
4,36,17.68808,2.442454,74.34928,4.817022,2.323902,97.85894,9,1, ,1,0,0,0,0,1,10,404.9412
4,28,17.7918,2.453645,74.3708,4.814492,2.287908,97.86073,9,1, ,1,0,0,0,0,1,10,404.9412
4,27,17.83773,2.466768,74.40302,4.81065,2.266857,97.86343,9,1, ,1,0,0,0,0,1,10,404.9412
4,27,18.20061,2.341592,74.42445,4.808641,2.247413,97.86522,9,1, ,1,0,0,0,0,1,10,404.9412
4,21,18.47296,2.228574,74.49833,4.803676,2.216867,97.8679,9,1, ,1,0,0,0,0,1,10,404.9412
4,22,18.49291,2.125883,74.51964,4.801384,2.202392,97.86967,9,1, ,1,0,0,0,0,1,10,404.9412
4,24,18.65286,2.032292,74.55152,4.79795,2.189041,97.87234,9,1, ,1,0,0,0,0,1,10,404.9412
4,27,18.6957,1.409862,74.57274,4.795146,2.180909,97.87411,10,1, ,1,0,0,0,0,1,10,404.9412
100,2,24.96807,4.864644,12.5,4.811938,14,93.75,1,0, ,0,1,0,1,0,0,8,320.6765
100,4,22.68621,6.925008,18.75,4.995241,9.333333,96.875,1,0, ,0,1,0,1,0,0,8,320.6765
100,6,21.36617,7.454352,20.40816,5.441487,8.8,91.83673,1,0, ,0,1,0,1,0,0,8,320.6765
100,6,18.77968,7.029341,20.22472,5.727024,9.333333,95.50562,1,0, ,0,1,0,1,0,0,8,320.6765
100,8,16.86589,7.87978,21.2963,7.089737,8.818182,96.2963,1,0, ,0,1,0,1,0,0,8,320.6765
100,7,14.95422,7.536829,22.81879,7.729717,8.1875,97.31544,1,0, ,0,1,0,1,0,0,8,320.6765
100,5,10.9376,0,24.32433,7.654753,8,97.83784,2,1, ,0,1,0,1,0,0,8,320.6765
100,9,9.72049,2.562526,24.59893,7.564929,7.75,97.86096,2,1, ,0,1,0,1,0,0,8,320.6765
100,12,8.048344,5.039948,25.53192,7.378413,6.962963,97.87234,2,1, ,0,1,0,1,0,0,8,320.6765
100,14,8.692396,5.062687,26.17801,7.229619,6.129032,97.90576,2,1, ,0,1,0,1,0,0,8,320.6765
100,13,8.844019,4.746265,27.46114,6.981204,5.078948,97.92746,2,1, ,0,1,0,1,0,0,8,320.6765
100,15,8.307551,4.89462,28.20513,6.814521,4.642857,97.94872,2,1, ,0,1,0,1,0,0,8,320.6765
94,16,8.236606,4.943635,29.29293,6.608882,4.212766,97.9798,2,1, ,0,1,0,1,0,0,8,320.6765
94,13,9.210111,4.530992,30,6.464807,3.571429,98,2,1, ,0,1,0,1,0,0,8,320.6765
94,8,23.89218,0,31.03448,6.280366,3.029851,98.02956,3,1, ,0,1,0,1,0,0,8,320.6765
94,9,17.30212,2.502579,31.70732,6.165622,2.847222,98.04878,3,1, ,0,1,0,1,0,0,8,320.6765
94,9,12.03297,4.608866,33.62445,6.577817,2.886076,98.25327,3,0, ,0,1,0,1,0,0,8,320.6765
94,12,11.25805,5.101897,34.07407,6.662856,3.178571,98.51852,3,0, ,0,1,0,1,0,0,8,320.6765
87.5,14,10.86521,5.241043,33.87622,6.492099,3.370786,98.04561,3,0, ,0,1,0,1,0,0,8,320.6765
87.5,15,12.30915,5.601138,34.29395,6.419095,3.452631,98.27089,3,0, ,0,1,0,1,0,0,8,320.6765
87.5,16,12.2809,5.887084,35.05154,7.012257,3.80198,98.45361,3,0, ,0,1,0,1,0,0,8,320.6765
87.5,17,12.5047,5.822841,35.74766,7.164494,3.981308,98.59813,3,0, ,0,1,0,1,0,0,8,320.6765
87.5,12,13.44101,5.799111,38.16631,7.819364,3.907563,98.72068,3,0, ,0,1,0,1,0,0,8,320.6765
87.5,14,13.20833,5.612114,37.84314,7.693954,4.056,98.82353,3,0, ,0,1,0,1,0,0,8,320.6765
87.5,13,12.60988,5.360845,37.74955,7.485008,4.135338,98.36661,3,0, ,0,1,0,1,0,0,8,320.6765
87.5,16,19.81411,7.122172,37.71626,7.506095,4.205883,98.44291,4,0, ,0,1,0,1,0,0,8,320.6765
87.5,20,16.40344,9.33978,38.14935,7.627099,4.357143,98.05195,4,0, ,0,1,0,1,0,0,8,320.6765
87.5,16,17.75058,8.85715,40.33486,7.445301,4.302631,98.17352,4,0, ,0,1,0,1,0,0,8,320.6765
87.5,14,16.70471,7.106225,40.88953,7.407851,4.302469,98.27834,4,0, ,0,1,0,1,0,0,8,320.6765
87.5,13,15.84932,5.567742,41.86992,7.342772,4.31579,98.37399,4,0, ,0,1,0,1,0,0,8,320.6765
87.5,15,16.20942,5.240597,41.84852,7.328667,4.384181,98.45956,4,0, ,0,1,0,1,0,0,8,320.6765
87.5,16,15.1839,5.148844,41.63614,7.435536,4.423913,98.5348,4,0, ,0,1,0,1,0,0,8,320.6765
87.5,12,14.38032,5.213148,42.60768,7.505615,4.372449,98.60303,4,0, ,0,1,0,1,0,0,8,320.6765
80.5,15,13.16263,4.679998,42.66667,7.538805,4.462687,98.66667,4,0, ,0,1,0,1,0,0,8,320.6765
80.5,15,12.78122,4.336329,42.93305,7.379811,4.478469,98.72476,4,0, ,0,1,0,1,0,0,8,320.6765
80.5,14,12.86183,4.207366,42.76986,7.233581,4.516129,98.778,4,0, ,0,1,0,1,0,0,8,320.6765
80.5,13,12.21697,3.934889,42.95499,7.122712,4.517699,98.82583,4,0, ,0,1,0,1,0,0,8,320.6765
80.5,16,11.95516,3.817695,42.89746,7.24483,4.523809,98.87112,4,0, ,0,1,0,1,0,0,8,320.6765
80.5,18,7.18907,0,42.33907,7.157435,4.639831,98.91206,5,0, ,0,1,0,1,0,0,8,320.6765
80.5,20,12.57803,0.002667493,43.44405,7.323603,4.650206,98.95105,5,0, ,0,1,0,1,0,0,8,320.6765
58,25,14.50984,1.001804,43.62703,7.224142,4.715447,98.97348,5,0, ,0,1,0,1,0,0,8,320.6765
58,23,13.80263,1.630318,44.79339,7.071611,4.71875,99.00826,5,0, ,0,1,0,1,0,0,8,320.6765
58,21,14.85249,2.433191,45.52,7.091716,4.670412,99.04,5,0, ,0,1,0,1,0,0,8,320.6765
